R,G,B
26.023409853915254,28.16305235459577,35.60312131385537
21.314581253969695,16.916341529806733,16.241811087923057
30.119985345301338,33.42590217988643,38.33513464004396
25.121495327102803,22.508846747119136,24.139279557208965
38.839306777969334,33.866436802468016,30.171218582705745
21.36755816083532,38.27614947792636,45.499358856933505
36.45676435895109,36.256056619181564,32.57789674258234
26.716541148716086,26.24480537156338,21.827057435804374
188.8555596263052,200.2768822128595,208.45429565854553
36.80691407313311,33.18364939660648,37.54151165955902
25.7871336539334,18.482351873695674,12.798747845023138
35.77578311045979,19.382945594431213,20.581241985711667
49.097178114508665,50.107612739315854,46.48952000725887
41.908538245168316,47.953089556301606,51.415933218401236
40.35684191243818,33.72540758380656,39.826525004579594
46.527992015243626,44.09245984937846,31.731966246257144
36.7934851646856,35.19154341711278,29.88658016513928
205.86325334310314,211.93313793735118,216.06347316358307
20.672080573450685,20.112512476181834,18.652753833590417
14.659377551946285,15.208783232011614,14.734325378822248
17.977743176405934,10.273859681260305,9.943945777614948
45.35359767716178,37.00290354777243,25.974140277651756
49.33009708737864,38.763451592414484,38.45785318936576
4.224491665140135,3.9191243817549,4.246198937534347
32.99773160330279,33.38571817439434,34.03221123310045
0.28064603937936666,0.26150077125487703,0.2343707467561927
202.3766257556329,208.9464187580143,215.38743359589668
0.0,0.0,0.0
57.30705017693494,52.58642591416387,48.08057345068506
79.84520974537462,65.04469683092141,52.90959882762411
244.80428273296434,221.00108883041466,199.89692405407857
174.53098629888396,121.64839851193177,90.33073223845386
121.5596263051841,101.57135006411431,90.88111375709838
4.729244170220488,4.960076218129027,5.189184284547681
0.0,0.0,0.0
204.82973071991208,207.61540575196923,217.82093790071443
44.674348970147896,32.81508030124308,39.03965157426731
1.3473369022774704,1.808547318755104,1.5948643498775066
103.7443671002015,93.53453013372413,79.32643341271294
161.53960620633336,124.51583340894656,92.39406587424008
179.51528899373923,142.68714272752018,116.00226839669722
100.15689686755816,76.33311961897783,63.388166330829826
30.34025950458216,30.617094637510206,31.60874693766446
8.538517375918701,8.443335450503584,8.484075855185555
205.77569151859313,203.8907309030958,213.8271661476461
40.94501406405952,46.945286271663186,41.71381907267943
10.839578985572997,8.36593775519463,7.1050721350149715
85.7090126396776,56.65808756182451,38.75114489833303
111.64567643589511,54.60711369204247,30.71835586607386
70.71499863896199,57.76889574448779,49.01914526812449
1.6327166147646088,18.978750686939,36.470049459607985
38.29734143907086,39.260048997368656,41.23074131204065
11.078758733327284,10.929135287179022,10.993829960983577
199.77321853819382,209.4614398241436,218.73997069060266
58.61636430273044,57.757284222100054,69.73190397654389
111.57247571925967,99.67637896280007,86.7389591350559
209.72854236034036,148.47549019607843,105.89086200517943
149.3819864394356,77.61847168774052,48.54398020890599
139.81409199193695,78.48900494777351,52.48973795125527
1.7787643359230485,28.332963374028857,57.294857565667776
33.66602528862012,37.50054975261133,42.03481766538391
12.6905809052593,12.523181235110867,12.596756459593182
209.51415094339623,217.41370699223086,222.3370329263781
60.16568369476454,55.25669177025678,44.807004809001
61.84384357136376,49.09672443516922,43.300063515107524
167.59351529584174,133.81342736764975,114.01181535079685
139.11251247618185,91.85817983849016,68.25315307140913
60.13655748117231,43.29752291080664,37.82469830323927
11.072082799047445,47.57821945411248,78.6806191610185
33.36666364213774,37.77724344433354,42.326013973323654
10.924326286180927,10.769440159695128,10.835042192178568
206.74528301886792,215.9433962264151,226.24528301886792
47.39016423192088,37.768986480355686,33.32664912439888
52.23010616096543,52.21713093185736,55.32574176571999
154.00100751053307,118.09470599010808,90.60423154423887
158.6473096815171,165.87042918065512,169.58978314127575
21.925596588331366,66.01179566282552,94.61373741039833
46.89879098736032,119.35830738230445,164.08188312877817
37.4598493784593,39.873604936031214,42.5949550857454
12.758188912076944,12.59903819980038,12.668178931131477
206.74528301886792,215.9433962264151,226.24528301886792
0.0,0.0,0.0
52.03529625260865,52.39497323291897,53.55893294619363
203.97737680893937,155.0919582341088,114.40034804909324
41.72860901914527,61.71654114871609,79.80682333726521
6.834951456310679,28.01841938118138,48.98902095998548
52.945411247481225,105.81846492031508,136.26662392379558
