R,G,B
220.22,208.94,193.13
174.85,158.36,138.06
166.0,142.62727272727273,115.18181818181819
188.21,169.65,134.31
152.01,134.58,101.8
107.97,101.87,87.53
49.57,47.94,48.61
120.28,114.96,99.73
104.22727272727273,99.69090909090909,91.7909090909091
59.5,59.39,54.71
209.7,189.56,96.41
135.78,128.88,84.22
163.41,137.14,79.49
143.7,115.74,83.41
148.43,87.86,30.23
166.2,135.9,113.23636363636363
200.0,175.28,156.21
212.31,193.85,178.88
214.82,202.9,185.84
218.06,207.05,192.38
213.85,203.65,188.75
213.16363636363636,201.4909090909091,187.7
206.92,192.87,177.74
188.35,170.97,152.8
167.65,145.03,123.8
167.44,143.02,116.14
197.11,175.65,141.76
208.24545454545455,187.24545454545455,146.34545454545454
166.63,151.25,116.25
47.46,41.75,30.22
75.26,73.1,64.72
117.44,113.91,111.8
75.85,71.99,51.71
155.12727272727273,148.46363636363637,85.76363636363637
147.38,126.19,45.57
238.29,214.47,77.7
139.26,111.67,59.59
138.2,94.2,46.24
130.41,102.37,59.98
177.41,137.36,82.95
171.93636363636364,148.9909090909091,99.25454545454545
186.23,158.8,112.76
190.06,164.09,121.78
176.03,153.52,118.63
119.9,100.9,78.93
119.14,99.74,79.44
114.94545454545455,96.64545454545454,76.52727272727273
82.31,68.46,53.84
194.07,174.39,135.15
204.54,185.92,143.98
203.91,185.09,143.71
205.72,184.5,142.62
205.4909090909091,185.79090909090908,144.4181818181818
119.97,106.44,82.49
54.25,47.34,36.28
73.3,70.3,59.77
68.24,64.37,53.48
144.39,133.94,67.38
222.9,201.5909090909091,78.36363636363636
241.2,202.05,49.14
219.97,172.87,54.25
119.76,108.0,74.55
119.68,111.88,88.46
111.32,98.46,78.68
118.98,76.03,36.15
65.78181818181818,56.92727272727273,32.3
90.98,78.63,48.2
94.16,83.79,55.25
81.33,71.73,50.48
35.51,30.93,22.53
35.73,32.1,24.1
31.954545454545453,27.136363636363637,20.645454545454545
6.96,5.68,2.23
189.47,172.98,131.15
201.58,181.93,139.32
146.76,133.62,100.39
126.43,114.98,83.29
174.54545454545453,161.3181818181818,121.47272727272727
129.21,117.96,87.8
56.53,50.5,35.08
73.84,71.27,62.19
95.92,93.68,88.75
156.77,157.5,99.49
154.4,137.86363636363637,77.37272727272727
217.78,163.0,31.25
188.27,124.31,31.0
130.95,113.97,62.1
137.5,123.82,70.83
105.37,80.57,56.84
122.38,66.98,13.0
29.927272727272726,24.254545454545454,11.4
34.93,27.61,11.62
30.89,25.09,12.35
29.82,25.61,16.41
7.49,2.26,0.83
5.68,2.44,0.96
5.009090909090909,3.2818181818181817,1.6272727272727272
11.66,8.34,3.53
197.29,176.21,134.57
107.28,96.58,68.79
48.27,39.91,28.74
48.31,43.0,30.06
50.82727272727273,45.627272727272725,30.263636363636362
144.91,131.0,101.99
75.43,67.77,49.4
75.23,71.76,60.4
54.34,50.97,46.06
127.97,128.58,99.7
162.88181818181818,140.3,62.163636363636364
216.44,174.51,48.87
206.87,156.14,44.55
133.5,126.66,88.47
128.86,111.76,83.07
125.68,107.01,87.73
138.56,87.2,17.36
142.43636363636364,120.9,76.55454545454545
160.29,138.84,91.24
79.05,66.75,40.68
28.88,26.33,13.12
26.35,22.93,16.4
75.56,68.82,49.19
89.97272727272727,81.99090909090908,59.08181818181818
48.23,38.1,22.61
189.82,165.6,125.07
46.64,37.46,24.83
45.96,37.9,26.54
41.07,36.98,24.95
41.03636363636364,36.08181818181818,23.472727272727273
47.33,41.39,25.58
63.83,56.32,39.26
45.51,41.63,29.3
59.42,49.96,31.72
186.54,177.8,75.4
244.6090909090909,236.9090909090909,71.7090909090909
228.53,197.81,55.73
210.97,168.95,64.5
127.84,118.18,83.13
83.48,79.4,66.48
108.43,95.48,75.1
137.04,90.25,26.48
139.51818181818183,117.0,71.32727272727273
59.76,48.16,24.94
34.97,28.07,15.25
27.88,21.95,12.29
5.13,3.42,1.96
31.57,25.31,17.03
87.48181818181818,75.71818181818182,53.17272727272727
126.8,113.13,81.44
189.56,169.11,125.34
48.54,40.24,24.52
41.5,33.69,23.8
40.28,36.16,24.2
38.30909090909091,35.21818181818182,22.509090909090908
37.32,31.91,19.38
69.1,61.87,44.73
52.03,44.86,31.8
52.77,46.29,29.37
149.68,136.15,85.88
235.53636363636363,225.76363636363635,76.60909090909091
231.02,204.32,52.26
233.35,201.78,58.14
219.48,179.09,60.75
208.11,165.78,52.65
168.84,117.02,38.84
211.22,165.51,28.24
41.19090909090909,32.4,11.563636363636364
44.66,35.62,16.4
133.47,114.05,72.97
98.42,82.32,54.52
29.36,25.74,16.44
8.15,6.27,1.81
10.590909090909092,7.4,4.1454545454545455
39.5,33.27,18.73
185.39,165.57,123.14
113.33,98.79,70.53
40.0,36.19,20.8
40.04,36.14,24.32
22.263636363636362,18.445454545454545,9.618181818181819
60.32,55.61,38.5
47.85,41.69,26.4
48.23,41.83,26.57
51.46,44.29,29.17
113.13,97.63,67.35
193.20909090909092,170.05454545454546,113.74545454545455
220.8,204.87,88.63
240.86,226.32,66.24
225.58,188.73,39.49
214.47,167.38,28.55
192.88,139.36,17.04
220.53,181.39,26.54
52.263636363636365,37.38181818181818,18.09090909090909
137.09,113.21,64.72
164.23,137.88,84.1
131.75,109.55,69.88
78.27,65.69,37.97
58.95,49.81,31.05
23.28181818181818,19.48181818181818,11.418181818181818
29.23,23.93,12.67
189.18,165.76,119.55
189.81,168.58,118.55
151.38,131.5,93.83
135.94,117.58,82.35
103.68181818181819,90.82727272727273,63.29090909090909
43.3,38.46,25.18
11.7,8.69,2.4
37.12,34.35,19.55
26.82,20.58,12.31
40.47,32.81,16.45
172.87272727272727,148.26363636363635,102.34545454545454
187.63,160.57,107.02
201.24,181.66,89.0
229.51,217.13,51.8
216.01,186.39,33.68
199.96,151.78,15.75
215.47,172.47,20.61
131.1818181818182,99.82727272727273,51.49090909090909
149.17,118.13,64.83
159.83,130.38,76.61
167.03,139.37,85.15
145.83,122.25,76.09
145.38,122.61,79.11
159.45454545454547,138.8272727272727,94.1
35.08,27.82,13.7
186.05,161.67,113.14
190.6,165.04,113.54
191.99,166.15,115.85
192.45,167.12,117.51
138.70909090909092,120.43636363636364,80.66363636363636
39.59,33.69,21.39
9.33,5.81,1.81
23.55,21.18,10.58
13.84,10.81,4.41
33.82,26.28,12.23
155.22727272727272,131.0818181818182,85.68181818181819
180.0,152.83,100.26
177.22,148.19,95.56
184.32,160.62,73.47
189.01,167.74,37.79
196.34,163.67,22.05
209.92,172.99,24.05
127.76363636363637,96.66363636363636,44.263636363636365
142.34,110.19,56.73
151.2,118.2,64.0
159.41,128.44,73.63
168.86,138.33,81.85
177.11,146.28,91.79
184.6727272727273,153.79090909090908,99.6
156.05,128.18,85.96
183.93,157.4,103.36
187.45,160.59,107.59
185.35,158.15,104.95
185.68,160.48,106.28
172.04545454545453,146.8,95.2
77.83,64.28,38.52
13.63,10.13,3.36
11.53,8.27,3.99
10.64,7.6,1.37
48.39,38.66,23.26
175.3,148.94545454545454,93.66363636363636
173.76,142.43,90.91
164.34,131.87,79.03
161.12,128.32,74.55
170.63,143.21,58.01
202.41,184.58,26.74
189.17,164.88,13.94
