R,G,B
126.47,252.99,251.95
128.78,254.88,252.18
128.66,254.98,252.09
128.59,254.76,251.99
127.89,252.99,249.75
128.42,252.82,245.43
128.45,233.03,226.7
128.24545454545455,248.3272727272727,244.37272727272727
126.57,245.25,236.87
126.18,253.95,248.42
128.42,211.47,204.12
128.66,215.92,209.76
127.42,224.38,213.45
127.43,227.7,217.94
128.61,226.42,215.13
128.57,215.34,205.52
127.76,178.77,175.82
128.43636363636364,170.0909090909091,171.52727272727273
128.2,180.68,179.72
127.85,227.68,215.6
127.47,207.65,193.2
126.96,158.94,159.53
127.64,167.46,163.74
128.38,161.45,161.88
119.76,142.86,147.24
115.88,136.88,141.88
120.58181818181818,143.26363636363635,147.71818181818182
123.23,147.33,151.33
117.22,139.78,144.32
126.26,154.34,156.4
117.59,140.61,142.73
111.72,128.64,134.9
111.5,128.17,134.81
121.54,143.74,144.22
127.75,162.93,156.64
127.94,174.32,164.86
127.96363636363637,176.54545454545453,167.8909090909091
125.77,167.62,158.11
127.16,154.24,149.5
125.91,157.95,152.32
129.61,195.3,181.06
124.49,153.87,144.4
127.84,189.51,175.42
119.65,139.27,135.8
112.22,129.6,130.7
125.67272727272727,156.78181818181818,146.5909090909091
120.72,143.56,139.87
105.15,113.56,119.77
118.42,138.51,133.59
116.44,128.94,127.42
109.13,119.05,121.23
105.58,113.56,116.27
112.5,124.89,124.61
119.09,133.56,130.06
118.0,129.82,125.89
104.50909090909092,111.49090909090908,113.9090909090909
100.55,102.4,109.61
88.97,88.21,102.79
85.52,86.02,102.7
87.07,84.95,98.01
84.37,84.97,97.35
82.67,80.49,89.49
65.29,32.0,33.59
56.69,14.1,15.57
60.481818181818184,25.081818181818182,29.972727272727273
64.73,37.28,47.38
68.4,43.12,45.54
57.28,23.86,28.08
59.93,23.68,25.29
62.16,21.88,27.17
63.74,31.04,35.93
57.56,15.56,17.86
55.52,9.88,10.86
55.11,12.23,12.69
129.21487603305786,223.89256198347107,222.73553719008265
128.3181818181818,225.57272727272726,230.07272727272726
127.16363636363636,253.20909090909092,251.6
128.92727272727274,254.95454545454547,252.28181818181818
125.99090909090908,251.87272727272727,248.84545454545454
129.1909090909091,254.33636363636364,251.0818181818182
127.47272727272727,251.5,245.12727272727273
127.45454545454545,249.11818181818182,242.56363636363636
128.0,243.96363636363637,237.6
128.5785123966942,246.68595041322314,240.2479338842975
129.1818181818182,240.98181818181817,233.84545454545454
127.62727272727273,251.76363636363635,242.13636363636363
127.41818181818182,210.79090909090908,200.3272727272727
128.3272727272727,204.97272727272727,201.55454545454546
126.80909090909091,207.1090909090909,201.85454545454544
128.46363636363637,224.0909090909091,216.6727272727273
127.49090909090908,239.66363636363636,224.3181818181818
128.6727272727273,234.55454545454546,220.0909090909091
127.2909090909091,188.37272727272727,182.54545454545453
129.32231404958677,175.94214876033058,175.61157024793388
127.42727272727272,200.02727272727273,194.63636363636363
127.31818181818181,233.21818181818182,221.56363636363636
129.36363636363637,233.03636363636363,219.2
127.73636363636363,175.9181818181818,171.9909090909091
129.54545454545453,187.46363636363637,181.34545454545454
128.0909090909091,179.38181818181818,174.21818181818182
123.71818181818182,150.26363636363635,153.25454545454545
115.62727272727273,136.57272727272726,142.16363636363636
125.51239669421487,149.78512396694214,153.56198347107437
122.53636363636363,146.1,148.93636363636364
117.13636363636364,138.96363636363637,143.73636363636365
123.48181818181818,151.03636363636363,153.3181818181818
122.97272727272727,150.71818181818182,150.56363636363636
111.62727272727273,129.05454545454546,135.53636363636363
114.9090909090909,135.1909090909091,140.5
127.22727272727273,159.3181818181818,155.9181818181818
128.2,160.04545454545453,154.1909090909091
128.15454545454546,166.01818181818183,158.51818181818183
128.9504132231405,174.55371900826447,166.23140495867767
125.60909090909091,153.65454545454546,149.1909090909091
124.10909090909091,146.0909090909091,143.5818181818182
128.85454545454544,169.6727272727273,161.71818181818182
128.47272727272727,192.8090909090909,178.1
126.36363636363636,155.8090909090909,145.77272727272728
127.67272727272727,185.25454545454545,172.14545454545456
116.0909090909091,135.46363636363637,132.38181818181818
114.1,129.74545454545455,131.12727272727273
125.98347107438016,156.80165289256198,147.19834710743802
119.95454545454545,148.34545454545454,141.96363636363637
105.93636363636364,114.48181818181818,120.51818181818182
120.19090909090909,140.3272727272727,135.97272727272727
114.77272727272727,127.35454545454546,126.73636363636363
107.49090909090908,116.57272727272728,119.25454545454545
103.60909090909091,111.17272727272727,114.42727272727272
107.02727272727273,117.45454545454545,119.23636363636363
115.18181818181819,126.38181818181818,124.12727272727273
119.12727272727273,134.9,129.72727272727272
111.14049586776859,120.24793388429752,119.4297520661157
100.68181818181819,103.26363636363637,109.2090909090909
87.63636363636364,87.93636363636364,101.88181818181818
83.08181818181818,83.9,101.15454545454546
82.45454545454545,77.2090909090909,91.6
80.73636363636363,76.73636363636363,88.64545454545454
69.31818181818181,42.08181818181818,48.61818181818182
58.53636363636364,11.627272727272727,14.027272727272727
55.86363636363637,8.418181818181818,9.581818181818182
58.20661157024794,15.909090909090908,19.50413223140496
63.3,30.118181818181817,34.41818181818182
68.07272727272728,43.41818181818182,49.88181818181818
75.51818181818182,53.90909090909091,60.08181818181818
60.154545454545456,19.363636363636363,22.336363636363636
59.85454545454545,20.072727272727274,24.818181818181817
55.85454545454545,11.6,11.49090909090909
57.82727272727273,13.927272727272728,16.418181818181818
55.80909090909091,11.418181818181818,13.090909090909092
54.39090909090909,8.536363636363637,7.418181818181818
127.53636363636363,241.48181818181817,237.53636363636363
128.27,232.8,232.15
126.53,251.49,248.53
128.8,254.94,252.2
129.08,254.72,251.68
129.5,253.13,249.45
127.92,238.69,228.57
126.51,238.27,230.77
128.83,248.85,241.8
127.9,251.45454545454547,246.20909090909092
128.29,248.92,240.47
128.51,238.35,225.73
126.04,201.85,195.38
127.23,213.46,205.9
127.77,215.49,208.31
127.76,229.92,221.41
128.52,237.08,224.64
127.59,237.17,221.87
127.25,216.75,204.98
128.33636363636364,193.3272727272727,186.4909090909091
126.77,203.44,197.36
127.6,230.6,217.4
128.92,239.38,222.84
128.07,196.32,188.23
128.15,198.58,188.23
128.44,178.46,172.95
117.72,144.0,146.47
115.69,135.83,142.64
126.33636363636364,164.83636363636364,163.51818181818183
120.6,143.02,143.79
122.06,146.56,150.59
124.46,151.22,154.04
124.19,155.2,152.2
112.98,130.04,136.96
115.42,134.86,140.46
128.07,159.22,156.21
126.1,156.7,150.84
126.5,157.88,151.7
126.91818181818182,157.11818181818182,152.6090909090909
120.23,143.28,141.16
121.08,141.08,140.08
126.26,173.82,164.62
129.55,195.07,178.27
124.61,161.41,148.94
129.33,197.13,180.03
119.21,138.81,136.14
112.09,127.74,128.14
123.97272727272727,156.97272727272727,147.97272727272727
123.32,152.26,144.78
112.17,124.74,125.77
123.49,148.78,142.12
112.77,125.7,126.57
109.19,117.75,120.99
104.59,111.79,115.99
104.86,112.46,117.46
115.61,129.25,126.26
115.3,128.74,124.39
109.74545454545455,121.12727272727273,118.85454545454546
100.71,103.38,111.65
83.66,85.16,101.86
82.26,83.26,101.38
84.24,84.95,100.71
83.96,86.22,101.27
73.86,56.59,69.56
75.2,54.85,67.97
72.42,47.12,57.23
62.11818181818182,28.072727272727274,35.06363636363636
57.45,12.64,16.65
56.48,14.22,15.8
60.32,23.23,26.9
62.68,24.44,29.91
58.43,14.3,19.12
58.83,20.13,22.47
59.07,21.01,22.62
56.26,9.0,13.24
53.73,7.88,8.74
126.96363636363637,241.9909090909091,238.12727272727273
127.8,244.31,239.86
127.65,251.98,249.12
127.4,254.97,253.66
127.38,255.0,253.1
129.31,250.4,244.49
128.63,234.03,225.2
127.67,230.12,223.1
126.54,242.7,235.4
128.43636363636364,253.7,251.25454545454545
127.88,245.68,234.06
127.74,231.85,218.32
126.22,201.78,196.34
129.46,217.53,211.09
127.11,225.89,216.03
128.85,236.06,223.74
128.14,231.46,218.71
128.17,231.0,215.76
130.13,210.62,202.02
127.56363636363636,205.84545454545454,197.1090909090909
127.8,212.37,200.81
128.03,215.81,205.8
127.84,231.68,216.58
128.64,213.63,200.22
128.95,198.89,188.89
128.0,179.18,174.38
117.5,144.22,147.29
121.79,142.62,148.19
126.81818181818181,167.1090909090909,165.6909090909091
123.51,148.26,151.42
127.02,153.04,155.13
125.18,154.18,156.29
124.18,151.91,150.02
115.85,136.59,141.81
117.63,140.34,144.46
127.89,162.81,158.53
120.88,144.0,143.28
124.91,151.77,151.44
128.11818181818182,159.79090909090908,154.8
116.04,138.54,136.57
120.32,139.86,138.96
127.87,166.99,159.71
129.96,191.36,174.91
125.9,159.75,150.12
127.05,179.12,165.25
122.22,146.71,141.45
115.88,131.01,131.67
126.5,161.3909090909091,150.8272727272727
122.83,151.61,142.46
118.12,138.45,135.12
122.96,146.71,139.53
109.96,122.54,123.58
107.86,119.19,121.48
107.45,115.45,118.55
105.95,113.51,119.73
116.73,130.16,128.15
114.76,125.17,122.53
105.55454545454545,114.53636363636363,116.9090909090909
97.68,99.24,109.13
84.08,85.2,103.25
81.34,83.53,102.68
82.97,83.02,101.05
84.87,83.49,99.92
79.32,82.08,97.01
84.28,81.52,98.48
81.46,76.22,89.6
72.21818181818182,56.945454545454545,69.32727272727273
59.55,18.33,22.19
59.84,24.07,27.64
77.9,66.8,76.65
78.34,69.19,78.61
70.92,43.64,53.61
58.44,18.03,21.89
63.67,29.56,36.28
63.53,28.62,32.51
57.65,14.0,15.96
127.25454545454545,241.72727272727272,236.76363636363635
126.27,248.56,242.73
126.86,254.3,251.29
126.78,255.0,254.02
127.59,254.85,253.4
127.18,252.47,245.5
127.26,238.74,227.97
128.8,235.8,227.44
127.75,242.7,235.68
127.96363636363637,254.65454545454546,252.22727272727272
126.95,250.32,241.56
126.42,241.41,228.65
127.55,222.57,213.44
127.66,221.92,213.47
127.92,220.03,212.36
127.66,237.46,224.24
127.7,237.63,222.98
127.33,226.47,212.4
128.32,196.51,191.51
128.16363636363636,199.47272727272727,194.71818181818182
128.55,232.32,219.05
128.75,215.0,205.22
128.83,237.4,220.7
127.29,190.93,183.7
126.98,177.37,173.69
129.17,181.26,176.43
120.81,148.34,150.82
126.14,153.76,156.8
127.2090909090909,156.0,158.61818181818182
117.17,141.21,145.39
126.2,151.68,154.0
125.8,155.5,157.38
123.17,151.11,149.74
116.06,137.85,142.56
119.43,143.27,147.03
128.74,164.37,160.29
118.53,138.83,139.83
122.32,143.11,146.23
126.78181818181818,166.1090909090909,159.05454545454546
121.41,144.86,142.35
119.28,144.85,141.64
126.89,173.51,163.38
129.41,184.75,170.4
127.86,161.98,153.14
127.86,171.03,159.55
125.09,159.78,150.75
117.79,135.09,134.69
128.0818181818182,172.1,158.62727272727273
126.18,157.99,146.94
120.83,141.26,137.67
124.42,147.29,140.99
108.15,120.69,122.2
110.79,123.05,124.12
108.52,116.85,119.54
104.65,112.08,119.0
109.67,121.62,121.21
112.29,121.98,120.16
104.13636363636364,112.18181818181819,114.83636363636364
89.01,78.21,82.38
69.17,53.85,63.6
76.21,66.63,79.14
81.98,82.09,101.57
81.05,75.97,88.33
68.78,50.62,61.86
68.74,55.0,66.48
74.95,62.87,71.89
61.654545454545456,36.30909090909091,41.63636363636363
71.19,46.8,56.21
60.7,24.74,30.7
63.61,36.68,39.72
77.25,60.94,70.22
73.77,52.47,62.74
64.99,34.11,39.72
65.9,38.95,45.12
61.18,25.89,29.47
59.48,23.67,23.04
127.47933884297521,239.96694214876032,234.70247933884298
127.11818181818182,251.33636363636364,246.65454545454546
127.64545454545454,254.6,253.24545454545455
126.9,255.0,254.1
128.2,254.7,253.6
127.81818181818181,254.07272727272726,251.47272727272727
127.9090909090909,240.97272727272727,229.02727272727273
127.30909090909091,239.96363636363637,230.9909090909091
127.4090909090909,244.07272727272726,238.5
128.46280991735537,254.64462809917356,253.45454545454547
128.35454545454544,254.3090909090909,250.57272727272726
128.78181818181818,247.1727272727273,240.02727272727273
128.3181818181818,231.97272727272727,220.37272727272727
126.80909090909091,213.22727272727272,206.0909090909091
127.05454545454545,213.45454545454547,206.43636363636364
127.7909090909091,238.01818181818183,228.1909090909091
129.37272727272727,248.1818181818182,237.76363636363635
127.12727272727273,225.3090909090909,211.73636363636365
128.37272727272727,212.16363636363636,203.6909090909091
127.0495867768595,217.22314049586777,206.91735537190084
128.45454545454547,230.70909090909092,216.70909090909092
128.46363636363637,227.76363636363635,214.53636363636363
128.07272727272726,222.74545454545455,210.48181818181817
128.25454545454545,180.1,174.1090909090909
127.0,165.93636363636364,165.12727272727273
126.65454545454546,172.16363636363636,169.9
128.1,166.75454545454545,163.4181818181818
127.8,158.8,160.8
126.50413223140495,155.61157024793388,158.16528925619835
118.50909090909092,140.5090909090909,145.3090909090909
121.44545454545455,146.44545454545454,150.44545454545454
126.11818181818182,157.48181818181817,158.35454545454544
121.27272727272727,147.23636363636365,148.61818181818182
115.23636363636363,135.61818181818182,140.61818181818182
119.08181818181818,145.01818181818183,148.55454545454546
126.85454545454546,168.34545454545454,164.02727272727273
120.83636363636364,142.37272727272727,143.5818181818182
116.08181818181818,135.05454545454546,139.05454545454546
124.84297520661157,161.83471074380165,157.49586776859505
127.75454545454545,158.5090909090909,152.6727272727273
124.2,149.2,145.2
128.21818181818182,166.6090909090909,159.1818181818182
129.42727272727274,180.1818181818182,168.33636363636364
128.56363636363636,178.77272727272728,166.28181818181818
128.06363636363636,173.42727272727274,161.0090909090909
128.57272727272726,169.7,158.22727272727272
125.17272727272727,144.8,142.6727272727273
127.0909090909091,178.2479338842975,165.49586776859505
127.69090909090909,172.66363636363636,158.15454545454546
126.36363636363636,157.05454545454546,148.8
120.2,139.7,136.3
107.17272727272727,120.97272727272727,123.77272727272727
117.2,130.93636363636364,130.3181818181818
104.94545454545455,113.05454545454545,117.31818181818181
101.15454545454546,108.15454545454546,116.15454545454546
104.49090909090908,113.0909090909091,117.55454545454545
109.43636363636364,117.13636363636364,117.82727272727273
100.49586776859505,106.23140495867769,110.76859504132231
84.58181818181818,66.23636363636363,72.33636363636364
56.19090909090909,12.445454545454545,14.318181818181818
54.06363636363636,11.536363636363637,14.854545454545455
63.30909090909091,32.88181818181818,38.236363636363635
62.163636363636364,31.62727272727273,38.36363636363637
59.53636363636364,18.645454545454545,23.0
59.872727272727275,26.163636363636364,35.95454545454545
61.56363636363636,28.69090909090909,35.39090909090909
58.78512396694215,17.041322314049587,21.60330578512397
64.13636363636364,34.59090909090909,42.45454545454545
71.23636363636363,44.24545454545454,49.20909090909091
62.85454545454545,29.272727272727273,32.86363636363637
61.95454545454545,36.09090909090909,41.57272727272727
60.69090909090909,25.30909090909091,29.40909090909091
62.80909090909091,26.681818181818183,30.78181818181818
60.53636363636364,21.563636363636363,24.536363636363635
57.472727272727276,20.045454545454547,19.51818181818182
57.59090909090909,14.618181818181819,15.518181818181818
125.99090909090908,229.8909090909091,225.73636363636365
129.65,249.34,245.4
127.8,254.8,253.4
126.9,255.0,254.1
127.72,254.88,253.84
128.32,254.44,249.47
127.97,241.86,229.37
129.03,246.43,232.71
128.9,250.61,244.14
128.24545454545455,254.25454545454545,251.86363636363637
127.78,254.95,252.15
128.61,229.76,217.24
127.49,219.22,211.55
128.74,214.95,207.74
128.17,213.44,206.92
128.45,240.73,233.36
127.84,251.19,242.34
128.09,230.29,215.37
127.01,221.25,211.33
128.26363636363635,218.0909090909091,207.9090909090909
127.78,205.2,196.93
128.82,219.5,209.0
127.15,218.79,204.56
127.57,181.99,175.11
127.7,164.27,164.23
127.36,166.15,165.63
125.96,164.63,163.16
126.9,157.22,159.35
126.00909090909092,157.46363636363637,159.24545454545455
118.25,141.66,145.96
124.88,153.19,155.99
130.22,167.96,166.08
116.72,139.45,143.2
112.65,134.22,139.28
124.53,152.97,155.36
126.66,181.44,171.16
123.12,149.83,149.0
116.38,141.71,143.57
122.93636363636364,153.25454545454545,152.5
129.08,166.77,162.24
127.37,159.17,153.91
126.88,164.46,157.3
129.03,177.86,165.98
128.87,188.13,173.61
126.51,174.39,160.32
127.81,171.58,159.03
127.31,161.09,153.6
130.4,201.87272727272727,184.71818181818182
126.56,185.36,169.03
130.25,187.18,171.22
124.54,152.92,143.99
109.58,123.2,125.7
117.06,129.97,130.96
101.18,108.98,116.1
103.29,110.29,118.01
105.89,112.81,116.97
103.88,109.27,115.85
98.44545454545455,102.58181818181818,112.93636363636364
95.64,93.15,99.14
59.23,18.74,21.73
55.8,7.88,10.34
53.87,5.44,8.14
56.95,15.89,17.28
57.81,16.72,21.55
59.66,24.47,28.86
58.74,15.82,20.55
59.236363636363635,14.645454545454545,20.10909090909091
63.29,27.28,33.47
54.18,6.73,7.51
54.36,6.04,6.34
58.77,15.17,17.14
56.75,16.76,16.46
60.61,28.0,32.9
63.77,31.22,35.46
58.34,15.73,16.28
57.8,14.94,15.92
127.48181818181818,219.53636363636363,218.61818181818182
127.59,246.12,242.27
127.67,254.75,253.39
127.12,254.99,253.94
128.28,254.83,252.92
128.11,251.16,241.41
127.99,240.19,226.62
128.28,236.87,224.31
128.23,242.83,232.62
127.9090909090909,250.77272727272728,245.61818181818182
127.36,254.98,251.51
128.51,212.83,206.25
128.87,208.11,204.3
129.39,207.12,202.76
127.85,205.5,201.62
128.74,242.39,236.71
128.29,254.06,251.05
128.79,237.29,223.06
127.69,227.69,215.46
129.21818181818182,225.8,212.51818181818183
129.06,203.92,193.52
128.5,209.99,204.35
128.15,214.48,201.16
130.04,178.11,173.17
128.38,171.84,169.39
127.57,160.52,161.64
126.08,156.55,158.34
125.51,155.64,157.8
127.72727272727273,168.14545454545456,166.66363636363636
124.97,154.45,156.77
127.87,158.38,160.32
128.72,166.9,164.91
125.73,159.1,160.44
122.13,153.76,152.24
127.95,187.63,185.0
128.44,216.36,199.32
128.59,192.86,184.44
128.74,218.82,199.96
118.89090909090909,140.74545454545455,143.05454545454546
126.73,171.14,166.24
128.56,174.61,165.26
126.32,174.06,163.77
127.82,180.34,166.74
127.85,174.64,164.62
127.03,166.14,154.79
127.79,167.48,156.25
127.42,178.2,164.93
128.5909090909091,198.84545454545454,182.15454545454546
128.37,185.24,169.36
127.45,178.15,164.53
126.37,164.09,150.9
113.0,126.09,128.21
113.44,127.36,127.49
103.71,111.58,118.47
108.2,116.1,122.85
106.05,112.66,116.33
98.23,102.37,111.7
99.42727272727272,104.02727272727273,114.84545454545454
93.02,85.28,90.99
60.55,20.94,21.54
55.57,13.99,14.05
54.88,9.14,10.33
53.0,6.8,7.25
53.06,5.44,6.99
54.24,6.5,8.62
59.82,23.56,30.85
63.41818181818182,35.85454545454545,42.57272727272727
55.68,14.05,15.9
55.78,8.59,9.12
55.42,7.99,8.25
55.07,6.26,6.56
54.98,8.65,10.4
57.77,15.51,15.8
53.15,7.0,5.37
54.3,7.85,6.58
53.87,7.17,6.17
128.7,228.3909090909091,224.92727272727274
127.34,247.2,242.85
127.12,254.72,253.62
129.0,254.95,252.35
128.94,254.95,252.43
127.5,249.61,235.61
126.61,228.46,217.66
127.63,224.58,216.02
128.35,241.36,231.38
128.12727272727273,248.61818181818182,242.62727272727273
127.09,253.94,248.76
129.09,221.77,210.98
128.28,213.88,205.74
128.45,220.0,210.58
129.2,219.02,211.11
128.68,244.58,237.1
127.68,254.66,249.4
127.6,238.26,223.69
128.57,230.46,217.54
127.77272727272727,232.1727272727273,216.22727272727272
128.42,203.19,192.85
128.29,211.08,202.21
129.43,200.2,190.16
126.76,169.61,165.53
128.61,174.91,170.65
127.88,173.13,170.47
126.13,172.91,168.18
127.58,159.63,161.12
128.07272727272726,170.04545454545453,167.06363636363636
127.63,169.73,169.51
128.3,177.86,175.2
129.36,196.47,189.29
127.87,218.1,206.12
127.1,216.02,201.9
127.37,225.91,211.2
127.56,234.17,214.05
128.44,226.76,209.2
128.63,233.37,215.31
123.2909090909091,160.11818181818182,156.07272727272726
130.19,210.27,198.09
127.91,187.61,173.87
127.33,189.01,176.92
128.5,189.11,172.18
127.64,181.17,168.86
127.68,175.12,163.28
127.96,163.1,153.78
127.51,191.08,175.29
128.66363636363636,203.54545454545453,182.07272727272726
130.59,179.89,165.46
129.47,180.04,164.7
127.5,160.54,147.64
115.29,132.09,129.04
119.15,134.75,132.65
104.06,112.46,116.81
111.37,127.37,127.17
111.99,122.14,122.09
99.33,102.83,113.83
97.27272727272727,104.38181818181818,114.45454545454545
89.97,81.78,87.76
64.25,24.62,24.61
53.79,7.36,6.89
