R,G,B
39.00576923076923,40.81730769230769,42.50192307692308
38.39878542510122,40.22064777327935,42.56072874493927
43.08906882591093,47.044534412955464,49.18623481781376
53.83198380566802,57.48178137651822,59.53846153846154
93.39676113360323,94.5587044534413,98.0080971659919
214.725,213.52692307692308,217.06153846153848
254.0,254.0,254.0
238.90283400809716,240.83198380566802,242.43522267206478
99.82591093117409,107.32995951417004,108.4251012145749
57.21862348178138,62.107287449392715,61.965587044534416
41.35961538461538,45.24807692307692,45.14038461538462
37.34817813765182,40.983805668016196,38.955465587044536
34.60121457489878,35.51417004048583,31.65991902834008
32.47165991902834,33.34615384615385,28.92914979757085
34.20647773279352,35.825910931174086,29.94331983805668
64.5173076923077,54.16153846153846,43.776923076923076
48.82388663967611,39.945344129554655,31.88663967611336
33.88259109311741,33.43724696356275,26.170040485829958
28.0668016194332,30.338056680161944,24.143724696356276
32.030364372469634,32.83198380566802,27.633603238866396
118.55192307692307,112.61730769230769,94.54230769230769
114.63765182186235,106.46356275303644,88.65789473684211
106.98987854251013,100.11336032388664,82.82995951417004
102.01821862348179,95.45951417004049,77.89878542510121
91.917004048583,85.27732793522267,69.72874493927125
101.06923076923077,94.21346153846154,77.97692307692307
83.72064777327935,78.18825910931174,62.97570850202429
106.67004048582996,100.55263157894737,80.98987854251013
111.69838056680162,104.9251012145749,83.50404858299595
111.93117408906883,104.51214574898785,83.89676113360323
108.88653846153846,103.08653846153847,82.425
109.51821862348179,102.23076923076923,82.05668016194332
109.3744939271255,101.86842105263158,78.7672064777328
106.48785425101215,99.67813765182186,77.84008097165992
91.08097165991903,83.73886639676114,65.81781376518218
85.11346153846154,78.92307692307692,60.93846153846154
77.23684210526316,73.11336032388664,57.917004048582996
18.78744939271255,20.945344129554655,18.115384615384617
5.983805668016195,8.445344129554655,7.008097165991903
5.9271255060728745,8.587044534412955,5.59919028340081
7.036538461538462,9.663461538461538,7.148076923076923
11.378542510121457,10.220647773279353,7.3785425101214575
23.663967611336034,12.625506072874494,9.704453441295547
26.242914979757085,15.024291497975709,11.447368421052632
19.722672064777328,13.935222672064777,11.240890688259109
30.357692307692307,19.621153846153845,18.45769230769231
43.12955465587044,28.73076923076923,26.210526315789473
46.621457489878544,31.163967611336034,26.83400809716599
44.30161943319838,30.927125506072876,26.90485829959514
48.38056680161943,42.2914979757085,40.997975708502025
31.732692307692307,28.869230769230768,29.415384615384614
6.2894736842105265,9.512145748987853,8.84412955465587
8.228744939271255,13.151821862348179,12.423076923076923
5.520242914979757,9.864372469635628,8.617408906882591
13.299595141700404,19.68421052631579,15.11336032388664
11.00576923076923,18.925,15.194230769230769
10.6417004048583,15.680161943319838,14.11336032388664
15.026315789473685,19.953441295546558,19.313765182186234
