R,G,B
192.48,144.36,140.12
176.72,84.24,81.48
153.4,49.84,44.2
174.52,56.52,51.6
164.2,51.04,44.28
158.0,35.2,32.88
160.92,34.6,28.8
158.16,34.96,31.4
156.2,35.24,30.84
155.68,32.04,30.0
117.28,45.12,44.48
58.44,25.2,27.0
45.4,40.12,44.6
150.6,63.88,62.4
114.4,79.52,81.64
178.16,79.24,77.92
211.52,35.72,32.04
216.04,41.4,35.6
216.84,41.84,36.84
217.56,42.56,37.56
217.24,42.24,37.4
217.64,43.16,38.36
217.8,43.04,40.44
216.96,44.72,40.48
216.48,41.6,35.8
217.0,42.0,37.0
217.0,42.0,37.32
215.16,40.16,35.8
214.52,39.52,36.12
211.36,35.48,31.56
180.52,83.48,78.52
94.28,78.12,79.04
97.36,79.24,84.2
137.68,62.0,67.08
188.44,50.32,62.96
190.76,56.28,66.68
190.56,60.96,71.44
181.28,53.0,60.28
177.16,58.52,65.84
183.88,70.72,80.32
165.88,58.28,62.88
169.12,72.44,74.48
155.24,57.12,58.2
176.04,82.36,76.4
159.96,63.52,60.56
185.04,88.84,76.72
163.08,59.84,55.28
180.12,69.16,63.0
175.12,59.8,52.04
162.24,38.04,36.0
168.76,38.64,31.84
163.28,41.52,36.56
159.32,35.88,32.48
158.12,54.12,54.32
174.92,147.28,154.28
146.76,126.32,127.72
43.32,41.28,47.96
139.16,66.0,68.08
108.76,80.36,81.2
181.2,80.52,78.88
211.64,35.84,31.84
216.32,41.72,35.72
217.24,42.24,37.24
217.24,42.24,37.24
216.88,42.04,36.88
217.28,42.64,37.8
217.6,43.12,37.32
217.24,43.72,39.76
216.68,40.96,35.6
215.96,40.96,35.96
217.48,42.48,39.08
214.48,39.48,36.08
214.4,39.4,34.4
212.32,36.2,30.0
185.4,85.52,86.68
104.76,58.2,54.88
186.2,48.28,48.16
140.68,60.64,67.72
191.12,52.84,63.32
192.68,56.6,66.48
186.0,54.32,63.56
182.12,51.72,63.72
182.64,62.28,69.44
183.2,65.4,75.04
170.76,57.92,65.12
187.84,77.84,80.88
161.72,58.88,59.56
186.08,83.84,80.12
165.52,63.36,61.68
188.52,88.52,78.76
172.96,72.68,63.48
181.4,71.0,66.32
185.88,72.48,60.36
164.96,43.12,37.96
176.6,45.56,35.36
172.4,49.24,40.2
159.24,37.64,31.36
158.8,55.72,53.0
190.64,152.92,154.36
145.88,118.64,119.64
44.4,43.56,52.0
124.44,68.44,70.96
96.84,75.08,73.96
178.04,79.92,76.72
211.92,36.12,32.12
216.28,41.68,35.68
217.68,42.68,37.68
217.68,42.68,37.68
216.4,42.2,36.4
217.2,44.0,39.8
217.08,42.44,38.56
216.6,44.96,43.72
215.76,41.72,35.44
215.44,40.64,35.4
215.52,40.52,37.36
214.12,39.36,35.84
213.2,39.4,33.8
211.04,35.6,30.28
185.0,80.76,82.04
86.0,65.76,68.48
110.36,76.04,79.28
137.48,61.72,67.96
189.36,51.2,59.72
190.76,54.8,64.84
184.48,52.12,61.56
181.88,53.4,62.96
187.16,67.36,78.0
177.6,60.92,67.88
173.64,64.24,71.84
183.52,75.12,80.52
168.28,61.4,61.76
187.52,82.32,78.88
171.04,67.4,62.56
189.84,94.36,82.44
183.56,83.2,72.68
176.12,72.48,65.4
186.36,73.12,61.64
160.76,44.28,35.4
175.48,47.56,38.6
169.36,48.6,37.0
156.4,38.32,32.28
153.68,31.96,27.88
122.0,30.04,29.2
76.52,29.6,30.76
48.52,43.28,51.96
161.8,60.08,59.64
103.0,66.28,65.16
179.8,82.96,78.96
211.36,36.64,32.16
216.16,40.96,35.2
216.16,41.16,36.16
216.8,41.8,36.8
217.16,43.6,37.8
217.36,45.88,40.0
217.96,43.28,39.96
218.2,46.4,45.4
216.76,42.64,36.56
218.24,42.88,40.8
217.8,42.64,40.28
213.88,39.28,35.68
212.4,39.4,33.4
209.36,35.12,31.32
182.32,77.52,76.64
88.24,53.44,54.04
161.16,59.52,58.12
139.92,61.76,65.12
188.28,48.8,62.16
186.52,49.36,59.96
182.68,51.08,60.28
182.64,57.8,67.6
183.88,62.56,70.64
167.28,51.76,60.6
169.76,64.16,65.72
158.52,38.28,38.08
160.16,49.64,51.04
164.44,56.08,53.44
167.64,55.24,52.88
164.0,52.24,44.92
158.72,42.72,37.64
146.64,36.24,33.6
159.88,41.68,33.8
149.2,35.6,29.2
160.92,40.24,31.88
158.44,40.0,33.08
141.04,34.16,26.76
138.92,32.24,26.8
110.76,23.76,24.4
63.92,19.64,22.36
39.96,33.2,36.32
102.28,75.88,80.2
88.8,75.6,73.44
175.8,79.32,74.96
210.56,36.56,31.76
216.56,40.96,35.36
217.4,42.4,37.4
216.76,41.76,36.76
217.76,43.4,38.08
216.6,43.2,37.4
217.84,43.16,38.0
216.64,43.64,40.24
216.88,41.08,36.48
217.4,42.4,39.4
214.84,39.84,35.24
213.2,39.16,34.24
209.52,39.32,34.72
207.52,36.0,30.92
180.72,79.4,80.44
88.76,60.28,62.08
134.0,71.12,74.44
138.92,59.24,62.8
186.8,47.96,58.48
184.32,51.4,59.0
180.88,50.04,62.32
189.08,65.6,74.32
184.2,101.48,108.8
232.36,230.32,232.76
224.0,224.72,230.36
187.72,160.84,143.28
200.12,175.4,162.72
200.76,173.12,163.12
175.44,90.16,89.12
178.52,36.24,36.6
176.56,34.08,30.2
169.4,33.48,28.8
165.6,33.24,27.04
152.56,31.32,25.84
152.4,31.0,26.64
155.16,31.6,27.76
151.0,30.68,26.96
149.52,31.72,26.76
147.56,30.0,26.76
95.36,24.24,27.4
44.44,37.68,42.16
184.12,52.52,52.48
117.76,68.04,66.6
179.0,81.48,79.36
210.4,36.4,31.6
216.72,41.12,35.52
217.32,42.32,37.32
216.88,41.88,36.88
216.8,41.8,36.8
217.28,42.28,37.28
216.96,45.16,38.72
217.04,43.08,40.16
217.08,41.76,36.68
215.44,40.44,36.64
214.92,39.92,35.16
214.16,39.44,34.56
213.08,39.48,35.08
209.8,36.24,32.08
179.04,75.16,71.76
81.48,53.56,53.88
136.16,63.96,65.16
140.12,60.96,67.12
184.08,49.8,59.48
124.32,40.24,45.48
144.08,119.32,117.24
176.16,106.76,95.0
181.2,152.52,153.12
237.0,232.28,230.8
230.8,230.2,228.8
230.72,228.4,231.52
229.32,229.2,230.36
232.32,227.8,229.28
195.08,134.36,133.24
186.04,34.32,37.48
179.12,33.8,31.6
174.04,34.0,29.88
170.44,32.52,28.48
160.92,32.04,27.08
155.08,32.4,26.84
159.84,31.28,27.76
159.68,31.36,27.2
163.48,31.12,28.12
144.4,28.4,27.0
126.04,30.96,31.0
39.64,33.68,36.88
87.96,79.8,81.36
100.92,83.48,83.16
178.6,81.2,78.76
211.6,37.6,32.8
217.44,41.84,36.24
217.64,42.64,37.64
218.2,42.0,38.2
217.36,41.64,37.36
217.24,42.24,37.24
216.48,41.8,36.64
219.44,44.04,41.84
217.32,42.72,36.92
216.16,41.16,36.16
215.2,40.2,35.2
215.2,40.2,35.2
214.44,39.44,34.44
210.76,35.76,31.24
176.84,75.8,71.52
117.8,80.68,81.28
159.68,65.12,64.64
139.6,58.48,62.88
183.64,48.76,60.88
74.44,25.52,30.32
163.04,148.6,140.12
208.12,182.64,155.32
151.64,144.44,139.84
239.52,235.36,232.36
232.04,231.88,228.44
235.12,231.28,230.32
232.48,231.24,231.48
232.28,231.24,232.92
197.88,139.48,138.2
186.6,35.52,39.08
166.2,31.2,31.64
154.32,29.96,29.52
148.04,30.56,26.56
144.52,31.6,27.56
144.04,32.28,29.36
145.8,31.84,29.88
129.12,28.0,22.96
128.36,29.08,25.36
108.28,26.32,21.56
66.44,17.08,20.32
47.0,37.4,36.32
195.24,42.68,42.56
128.96,70.8,74.08
179.44,80.36,77.84
212.08,38.08,33.28
218.4,42.8,37.2
218.0,43.0,38.0
217.0,43.4,39.8
217.36,43.2,39.04
217.12,42.12,37.12
218.08,43.08,38.08
217.6,45.08,43.84
217.32,43.04,37.08
217.4,42.4,37.4
215.64,40.64,35.64
215.88,40.88,35.88
214.44,39.44,34.44
211.92,35.76,30.6
179.04,78.08,75.24
103.32,82.28,83.88
107.04,71.44,75.04
136.08,57.52,62.88
187.0,50.28,60.28
161.4,50.92,59.16
117.32,51.2,55.72
170.24,78.2,80.56
190.16,173.24,176.2
235.32,232.76,230.76
230.36,229.44,233.32
234.6,231.24,232.52
231.32,229.84,229.64
229.28,227.04,229.76
205.12,133.88,132.56
190.36,33.44,41.12
183.56,34.72,34.12
180.32,33.96,31.68
177.4,31.72,29.44
172.72,32.48,29.24
169.76,32.64,29.44
169.08,32.52,29.44
170.2,33.52,30.68
172.12,32.44,28.68
156.88,29.12,27.48
114.52,30.12,29.16
45.24,44.12,45.92
95.52,79.76,78.56
100.36,85.52,86.36
180.0,83.08,80.16
211.24,37.24,32.28
217.64,41.88,37.56
218.52,43.52,39.32
217.4,46.0,42.6
218.04,45.2,41.16
217.6,42.6,37.6
217.08,42.4,36.76
217.48,45.68,44.44
216.8,42.52,36.72
215.56,40.56,35.56
216.76,41.76,36.76
215.88,40.88,35.88
215.4,41.0,35.6
212.04,36.92,31.0
178.48,77.76,75.2
116.64,76.8,76.2
182.12,54.04,53.0
143.2,58.56,66.08
185.16,51.56,63.44
187.68,54.28,64.48
182.4,56.92,65.44
180.0,57.04,66.04
198.96,141.04,146.52
230.2,230.64,232.56
213.88,212.16,211.44
183.68,158.04,134.2
187.2,162.4,146.84
206.0,183.36,169.2
197.24,128.6,123.52
180.04,52.88,51.0
185.56,40.08,37.72
180.64,36.48,34.44
178.68,36.16,34.04
173.88,36.88,33.68
176.64,36.04,31.88
179.72,34.32,31.32
176.24,32.48,29.72
177.32,32.28,30.04
180.04,32.76,30.68
167.16,33.16,32.32
65.76,41.76,42.84
173.64,54.96,55.96
123.68,76.48,77.68
181.0,83.68,81.48
210.88,36.52,31.72
216.72,41.64,35.56
217.16,42.96,35.96
216.48,42.68,36.48
216.52,42.24,36.52
218.24,43.24,38.24
217.8,42.64,39.48
217.24,45.44,43.24
216.52,41.92,36.92
215.12,40.12,35.12
217.0,42.0,37.0
216.92,42.2,36.92
214.56,40.36,35.52
212.04,37.0,32.08
178.08,77.36,74.76
95.76,80.32,84.36
91.2,74.52,77.64
111.16,82.08,84.08
136.44,96.44,101.6
137.12,97.72,101.36
133.76,97.52,100.52
126.44,91.84,94.12
125.96,89.6,93.68
123.88,110.4,112.68
121.4,106.12,108.08
115.76,90.32,90.92
115.68,96.84,95.68
111.76,85.2,83.04
117.56,81.72,83.32
111.52,76.0,75.16
113.12,74.24,77.28
107.8,70.4,73.0
106.6,70.6,72.76
109.88,70.96,74.12
105.24,71.4,70.56
106.64,71.72,73.96
104.04,67.84,69.12
99.36,66.28,68.6
96.36,66.88,69.4
109.12,76.48,79.84
86.56,73.92,73.84
116.52,79.24,79.28
102.72,82.64,82.96
179.52,81.88,79.88
210.8,35.0,31.0
215.76,41.16,35.16
217.4,42.4,37.4
216.6,41.6,36.6
216.36,41.36,36.36
218.04,43.04,38.04
217.2,43.0,36.0
216.0,43.72,40.44
214.52,41.12,35.64
216.12,41.12,36.12
216.36,41.36,36.36
215.32,41.16,34.68
206.28,71.92,71.6
202.48,89.04,88.8
181.96,73.52,72.8
122.84,73.72,71.8
192.08,43.12,42.04
133.72,66.96,71.44
170.8,64.04,68.76
175.84,69.72,74.44
170.52,67.24,70.76
166.16,58.4,63.68
177.92,73.2,81.08
166.4,64.36,66.64
176.12,72.84,74.04
175.6,75.24,77.4
178.64,94.92,95.6
197.72,150.36,150.12
196.88,154.2,159.76
226.0,215.76,216.16
225.76,219.8,215.56
230.8,222.0,221.04
231.56,224.08,222.84
230.68,225.76,225.04
219.72,216.24,213.56
198.6,198.08,186.96
160.76,164.96,146.2
189.8,191.96,182.48
191.92,195.0,188.88
151.0,122.88,124.6
150.88,146.56,148.64
153.72,62.56,66.08
117.08,77.64,78.44
178.4,83.52,80.2
209.84,35.12,30.64
215.96,40.76,35.0
216.64,41.64,36.64
216.84,41.84,36.84
216.28,41.28,36.28
216.8,41.8,36.8
217.4,41.76,36.28
215.28,42.68,38.68
214.04,41.44,35.64
215.44,40.44,35.44
215.72,40.72,35.72
218.24,39.84,36.32
191.0,89.32,90.36
193.24,115.84,116.24
186.84,83.16,85.68
85.56,72.6,79.8
89.12,75.72,77.52
130.56,59.68,65.96
177.88,56.64,65.72
181.48,63.64,68.72
174.08,58.0,63.48
170.04,53.0,60.2
185.96,72.48,78.88
168.76,56.72,66.08
179.24,74.68,77.32
190.64,110.92,115.64
193.24,93.24,90.8
180.88,44.88,53.8
187.8,42.68,53.32
203.6,119.04,129.52
235.32,220.24,222.04
241.64,234.08,235.8
241.4,232.04,232.96
236.4,229.8,230.2
234.68,229.48,229.8
223.44,218.24,216.72
230.04,227.76,230.76
229.28,225.64,228.24
231.24,229.16,230.04
222.92,222.44,224.96
169.6,164.76,163.56
139.64,71.52,74.0
112.52,83.28,82.32
178.16,84.64,78.4
209.44,35.44,30.64
216.84,41.24,35.64
216.8,41.8,36.8
217.0,42.0,37.0
216.48,41.48,36.48
216.28,41.28,36.28
215.28,42.2,36.24
217.28,41.88,39.68
215.4,40.8,35.0
215.2,40.2,35.2
215.36,40.36,35.36
214.36,38.72,34.88
210.56,56.72,55.52
189.56,130.0,131.24
182.92,75.48,77.24
109.04,67.2,66.24
182.72,44.68,46.16
132.92,58.56,63.24
179.8,61.6,66.32
180.2,60.68,69.2
173.36,60.72,66.28
101.84,51.92,54.84
179.56,123.68,122.2
100.08,49.88,49.92
134.96,35.72,39.64
185.44,37.36,48.72
182.8,33.76,37.32
186.32,36.52,46.76
185.24,36.36,44.76
186.56,36.48,43.76
172.56,39.16,46.16
177.44,148.4,148.6
171.16,134.0,135.44
166.16,116.28,117.56
150.04,85.96,85.68
161.88,108.08,107.32
158.24,116.56,115.32
159.8,124.6,124.28
155.52,129.76,126.16
149.8,150.52,152.36
93.2,91.84,85.08
127.12,69.2,68.4
86.28,60.08,59.12
170.4,78.64,71.68
212.4,36.6,32.6
215.6,41.0,35.0
215.8,40.8,35.8
217.48,42.48,37.48
216.96,41.96,36.96
216.88,41.88,36.88
215.8,40.8,35.8
217.52,42.12,39.92
215.24,41.44,35.32
214.96,41.96,36.16
215.28,40.84,36.36
216.12,40.88,34.48
214.32,47.08,42.6
202.6,82.32,78.96
182.76,76.76,79.64
100.64,82.28,85.0
104.56,76.76,79.24
129.88,60.8,66.76
180.92,56.72,64.8
180.2,60.12,68.24
177.24,65.08,71.24
87.84,68.28,69.04
220.92,201.08,196.04
179.04,134.68,113.96
168.76,56.0,51.8
182.04,35.16,40.36
180.68,33.68,33.84
182.4,33.8,34.8
187.32,34.44,40.64
181.16,35.84,40.32
181.52,68.44,73.88
231.36,217.64,218.96
226.0,209.24,216.28
217.36,195.08,195.84
186.0,155.2,151.12
174.56,124.96,124.12
155.2,89.84,87.28
129.8,37.08,33.88
127.84,30.48,29.32
99.44,34.48,31.8
52.08,47.64,48.04
157.8,61.88,59.8
120.16,79.76,79.2
178.28,84.32,80.2
211.56,35.44,31.36
214.96,40.84,35.08
215.76,40.76,35.76
216.92,41.92,36.92
216.96,41.96,36.96
215.64,40.64,35.64
216.08,41.08,36.08
217.44,42.04,39.84
215.52,41.88,35.6
213.72,41.12,34.92
214.88,41.8,36.12
206.44,91.28,93.0
196.36,99.96,101.56
202.16,85.04,84.36
185.72,76.88,77.36
115.8,82.72,86.56
161.4,55.52,56.36
130.88,60.52,64.44
182.36,57.28,67.28
181.72,57.6,67.2
170.32,53.92,58.84
143.16,47.84,51.8
87.16,36.44,39.64
38.32,14.92,16.72
47.92,13.52,13.76
101.0,23.8,23.16
171.08,28.84,26.96
157.16,30.56,28.4
166.32,57.32,58.2
207.32,167.68,166.84
186.44,129.28,121.12
170.08,89.76,86.64
173.32,95.24,91.32
169.2,88.44,86.0
175.12,111.44,111.04
194.0,158.8,161.64
203.12,182.84,185.96
211.32,193.84,195.64
194.16,170.16,172.52
192.28,174.56,179.4
141.64,138.44,138.96
108.84,78.76,81.96
102.6,84.8,82.56
178.28,83.84,79.08
211.24,34.64,30.44
214.28,40.88,35.48
216.44,41.44,36.44
215.76,40.76,35.76
216.84,41.84,36.84
215.88,40.88,35.88
215.92,40.92,35.92
215.76,41.96,38.96
214.6,41.28,35.0
214.48,41.08,35.28
213.72,41.16,34.0
208.24,93.48,97.28
194.04,133.92,133.0
193.96,103.32,104.08
191.04,62.16,64.44
110.96,89.8,90.96
132.64,71.8,70.92
132.96,59.92,63.52
182.64,56.64,66.32
178.52,54.0,62.88
175.84,51.76,58.12
178.44,58.52,65.48
178.36,65.92,72.52
164.12,57.52,61.64
164.88,83.92,90.48
180.28,146.72,135.6
207.36,161.24,151.52
196.8,151.72,145.72
200.76,153.52,150.28
147.72,48.16,46.44
173.52,72.2,71.8
155.36,52.44,52.24
170.6,62.52,56.28
157.56,39.64,34.16
145.52,32.72,31.56
152.32,36.04,26.68
141.24,25.2,24.68
139.6,25.76,23.32
121.72,23.48,22.44
99.08,42.68,46.56
90.12,83.88,86.28
182.08,56.68,55.04
126.8,75.36,77.6
179.4,85.12,79.64
209.6,36.04,30.88
215.76,41.24,36.16
216.2,41.2,36.2
216.2,41.2,36.2
217.68,42.68,37.68
216.56,41.56,36.56
215.52,40.52,35.52
217.64,44.6,41.2
215.2,42.2,35.92
215.04,42.44,36.24
215.4,43.24,36.56
199.4,101.48,101.04
197.76,131.8,133.52
193.16,130.8,130.16
189.0,85.12,88.08
106.4,81.2,80.76
138.28,64.36,62.84
134.92,62.12,67.76
184.0,57.0,65.64
178.6,52.16,61.6
176.08,51.4,60.36
183.92,60.12,68.08
182.28,62.4,70.92
167.88,55.48,60.2
183.88,75.8,79.28
164.8,59.32,62.08
182.68,79.08,81.92
161.76,64.68,62.32
190.68,91.8,92.6
160.6,72.12,69.8
189.24,95.08,93.92
159.6,59.24,55.16
178.32,76.12,65.24
161.64,48.6,39.92
151.64,37.16,35.88
159.2,46.6,36.08
144.04,34.56,30.68
143.48,37.68,34.68
163.2,131.92,132.4
136.52,108.96,109.96
44.32,35.36,42.32
91.6,80.4,79.68
101.56,87.04,89.4
179.08,84.84,78.96
208.84,36.2,31.2
214.8,40.6,35.36
215.44,40.84,35.64
215.8,40.8,35.8
217.08,42.08,37.08
215.92,40.92,35.92
215.92,40.92,35.92
215.72,44.12,39.92
215.6,41.64,36.32
214.92,41.52,35.72
216.08,42.12,37.12
206.68,97.4,99.08
191.08,106.36,112.48
201.76,102.48,104.16
187.28,79.84,79.64
110.52,77.8,79.4
155.2,63.8,64.4
140.48,63.12,68.0
179.0,54.64,63.24
178.32,50.52,58.48
176.64,51.04,59.36
187.4,62.36,69.84
179.2,58.4,64.8
173.36,57.88,62.96
185.2,74.64,78.04
169.4,60.4,63.4
187.4,81.36,85.44
168.96,68.2,66.76
195.32,95.52,95.72
167.6,74.72,73.96
196.28,103.64,101.32
164.52,65.92,59.36
183.48,82.84,69.16
170.48,56.2,45.2
156.12,43.04,35.04
165.0,52.32,41.56
145.4,36.56,31.32
143.32,41.68,39.84
174.76,137.88,141.48
172.16,143.72,145.4
62.04,58.16,64.2
191.88,50.28,53.44
129.84,72.72,76.24
177.96,84.72,79.0
205.72,33.72,30.32
212.0,40.2,34.0
213.04,40.04,34.04
214.36,39.36,34.36
214.96,39.96,34.96
213.96,38.96,33.96
214.4,39.4,34.4
217.64,45.68,41.48
216.04,41.44,36.36
216.68,40.48,35.88
214.96,42.48,35.24
207.32,99.08,101.56
194.4,121.36,125.76
201.52,87.12,90.08
189.64,61.44,63.8
81.72,64.04,62.72
115.52,72.08,74.4
138.96,62.52,66.64
181.8,54.04,63.0
179.56,49.88,59.32
179.08,54.56,62.16
187.8,60.0,67.48
176.68,57.12,62.96
174.52,58.72,63.44
185.68,73.96,79.28
170.32,60.24,65.76
191.2,81.88,86.0
167.48,65.0,66.28
196.44,98.8,98.24
171.6,79.76,80.32
197.88,111.12,103.72
162.84,67.32,58.6
182.28,84.24,70.0
167.44,56.4,41.76
155.36,44.72,35.68
165.44,53.32,38.16
148.0,37.36,32.08
147.16,30.92,30.48
133.52,54.72,52.12
107.08,67.0,64.8
48.24,41.44,52.68
89.68,78.48,78.32
98.72,83.0,88.12
178.04,87.04,81.6
205.92,34.64,29.8
212.48,39.6,33.4
213.28,39.08,33.68
214.0,39.0,34.0
214.76,39.76,34.76
214.88,39.88,34.88
215.0,40.0,35.0
218.6,46.4,42.2
216.12,42.32,36.92
216.88,41.88,36.88
217.36,42.6,37.84
199.96,89.48,88.68
193.12,118.76,119.92
188.68,116.6,118.4
188.04,78.48,79.64
107.08,66.84,63.84
180.12,56.12,55.72
139.4,63.92,70.2
178.36,50.4,59.72
178.12,50.04,60.52
181.76,54.88,63.76
188.16,60.6,67.36
172.08,53.2,59.92
176.44,80.68,86.52
178.12,93.8,96.08
146.64,40.44,37.24
169.68,67.48,65.2
150.6,50.56,49.32
177.76,67.12,69.4
149.52,47.68,43.48
162.0,48.04,43.72
143.48,34.44,28.6
152.04,42.84,36.12
153.44,39.28,31.68
147.88,40.28,32.92
157.4,45.44,30.52
138.76,34.88,29.88
135.24,29.8,28.2
113.84,25.64,21.4
75.6,23.08,22.72
42.12,35.48,45.36
175.96,53.96,51.12
115.68,59.44,59.52
177.0,86.36,81.4
206.08,35.28,29.48
213.16,39.56,33.36
214.8,39.8,34.8
214.4,39.4,34.4
214.72,39.72,34.72
214.12,39.12,34.12
216.48,41.48,36.48
217.36,45.16,40.96
216.72,42.92,37.52
215.52,40.52,35.52
216.16,42.16,37.76
201.4,97.32,101.92
199.6,106.24,105.2
200.16,88.36,91.12
189.44,82.56,82.24
78.96,66.8,66.08
92.68,73.76,75.36
135.0,59.32,65.64
178.28,51.44,59.0
166.36,51.16,57.2
145.64,46.72,51.4
183.4,62.72,70.24
188.52,117.44,123.48
243.24,234.16,237.96
231.24,226.6,234.44
200.48,178.28,172.44
198.04,178.28,171.84
212.36,195.88,185.32
185.92,119.6,119.84
171.96,35.76,38.68
169.72,33.0,32.48
160.88,31.76,28.56
155.6,30.96,26.8
144.64,29.32,25.48
140.16,28.56,25.56
138.36,30.44,25.88
135.68,27.24,23.72
131.28,27.28,26.04
118.92,27.4,24.56
71.76,20.08,19.92
40.36,34.92,39.92
105.08,78.48,77.76
93.52,75.12,77.24
180.36,87.68,83.36
207.28,35.28,31.88
212.52,41.52,34.92
216.08,40.28,35.48
215.16,39.36,34.56
214.36,41.36,35.36
215.8,40.8,35.8
215.88,40.88,35.88
217.32,45.68,41.32
218.08,45.68,39.64
216.24,41.16,36.28
215.76,41.8,36.84
202.52,93.36,98.16
202.2,127.8,132.6
197.76,121.52,125.0
190.04,81.92,81.4
91.76,51.04,47.36
198.4,45.4,45.36
140.16,62.4,67.84
176.0,53.4,60.12
65.48,32.72,32.96
125.2,109.28,103.56
184.8,113.56,108.08
175.48,151.8,152.6
246.76,239.48,241.12
242.8,236.96,237.72
242.56,237.4,239.24
246.16,236.52,239.0
244.44,236.84,237.4
208.36,170.92,172.96
178.8,34.0,39.52
172.52,32.36,33.4
164.68,30.72,28.36
162.84,31.36,29.2
156.44,29.44,26.16
150.2,30.8,25.8
152.68,30.4,26.08
151.6,29.72,25.76
154.0,31.04,27.72
141.96,30.08,26.32
121.0,28.24,29.24
35.08,31.84,32.92
152.44,60.88,59.2
105.04,61.36,63.08
179.12,88.44,84.0
208.24,35.2,32.04
212.76,41.2,34.92
216.48,41.0,36.12
215.28,39.8,34.92
215.2,41.4,35.8
216.2,41.2,36.2
216.24,41.24,36.24
217.16,46.36,41.76
217.72,48.28,42.6
215.08,42.76,36.16
216.76,42.32,37.72
202.28,90.0,94.12
211.0,94.04,95.56
212.32,76.32,71.16
186.04,81.64,79.64
74.24,62.48,64.96
91.12,77.24,76.0
128.2,56.0,62.68
178.4,59.8,65.84
36.08,18.8,18.28
188.0,165.88,160.72
178.96,153.0,129.0
151.6,146.04,138.44
247.4,241.88,241.88
243.92,237.92,237.92
245.44,239.44,239.44
246.56,238.16,238.96
244.72,237.28,238.32
